LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_ADDRESS,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_EMPLOYER_POSTAL_CODE,LCA_CASE_SOC_NAME,LCA_CASE_JOB_TITLE,FULL_TIME_POS,TOTAL_WORKERS,LCA_CASE_WORKLOC1_CITY,LCA_CASE_WORKLOC1_STATE,LCA_CASE_WORKLOC2_CITY,LCA_CASE_WORKLOC2_STATE
"YASH TECHNOLOGIES, INC.",605 17TH AVENUE,EAST MOLINE,IL,61244,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,EAST MOLINE,IL,,
ISM ASSOCIATES INC,410 S. MICHIGAN AVE.,CHICAGO,IL,60605,Computer Systems Analysts,SYSTEMS ANALYST- BUSINESS AND QUALITY ASSURANCE,Y,1,CHICAGO,IL,CHICAGO,IL
"3CORE SYSTEMS, INC.",4355 WEAVER PARKWAY,WARRENVILLE,IL,60555,Computer Programmers,PROGRAMMER ANALYST,Y,1,CHICAGO,IL,WARRENVILLE,IL
"JIWAN FINANCIAL GROUP, LLC",8430 W. BRYN MAWR AVE.,CHICAGO,IL,60631,Market Research Analysts and Marketing Specialists,MARKET RESEARCH ANALYST,Y,1,CHICAGO,IL,,
ASCENT INNOVATIONS LLC,475 N. MARTINGALE RD.,SCHAUMBURG,IL,60173,"Software Developers, Applications",SOLUTION TECHNICAL CONSULTANT,Y,1,SCHAUMBURG,IL,,
ELITE IT SOLUTIONS INC,"960 CLOCK TOWER DR, SUITE F3",SPRINGFIELD,IL,62704,Computer Programmers,PROGRAMMER ANALYST,Y,1,CHICAGO,IL,SPRINGFIELD,IL
VENSAR TECHNOLOGY INC,2015 S ARLINGTON HEIGHTS ROAD,ARLINGTON HEIGHTS,IL,60005,Computer Programmers,SR.PROGRAMMER ANALYST,Y,1,ARLINGTON HEIGHTS,IL,SCHAUMBURG,IL
"SKML, LLC",1755 PARK STREET,NAPERVILLE,IL,60563,"Software Developers, Applications",PROGRAMMER ANALYST,Y,1,MONTGOMERY,IL,,
"SHARPEDGE SOLUTIONS, INC.",1315 MACOM DR.,NAPERVILLE,IL,60564,Computer Systems Analysts,PROGRAMMER ANALYST/ .NET DEVELOPER,Y,1,NAPERVILLE,IL,,
ENGSIM CORPORATION,905 CALISTA RIDGE DRIVE,SHILOH,IL,62221,Mechanical Engineers,PROJECT ENGINEER,Y,1,SHILOH,IL,METAMORA,MI
IDEA BOOTH,"1017 W WASHINGTON BLVD, 2A/B",CHICAGO,IL,60617,Market Research Analysts and Marketing Specialists,MARKETING ANALYST,Y,1,CHICAGO,IL,,
"CES USA, INC.",235 REMINGTON BLVD.,BOLINGBROOK,IL,60440,"Computer Occupations, All Other",SOFTWARE TEST & QA ENGINEER,Y,1,BOLINGBROOK,IL,,
"SHARPEDGE SOLUTIONS, INC.",1315 MACOM DR.,NAPERVILLE,IL,60564,"Software Developers, Applications",SOFTWARE ENGINEER/ JAVA DEVELOPER,Y,1,NAPERVILLE,IL,,
VENSAR TECHNOLOGY INC,2015 S ARLINGTON HEIGHTS ROAD,ARLINGTON HEIGHTS,IL,60005,Database Administrators,DATABASE ADMINISTRATOR,Y,1,ARLINGTON HEIGHTS,IL,SCHAUMBURG,IL
"INTELLIGENT MEDICAL OBJECTS, INC.",60 REVERE DRIVE,NORTHBROOK,IL,60062,,SOFTWARE ENGINEER,Y,1,NORTHBROOK,IL,,
"YASH TECHNOLOGIES, INC.",605 17TH AVENUE,EAST MOLINE,IL,61244,Computer Systems Analysts,SAP CONSULTANT,Y,1,EAST MOLINE,IL,,
"GLEN SHIRE NURSING AND REHABILITATION CENTER, LTD.",22660 SOUTH CICERO AVENUE,RICHTON PARK,IL,60471,Medical and Health Services Managers,PATIENT SAFETY OFFICER,Y,1,RICHTON PARK,IL,,
BACK TO GOD MINISTRIES INTERNATION,6555 W. COLLEGE DRIVE,PALOS HEIGHTS,IL,60463,Market Research Analysts and Marketing Specialists,MARKET RESEARCH ANALYST,Y,1,PALOS HEIGHTS,IL,,
RISE INTERACTIVE,ONE SOUTH WACKER DRIVE,CHICAGO,IL,60606,Market Research Analysts and Marketing Specialists,"INTERNET MARKETING CONSULTANT, SEO/LINK BLDG & SOC",Y,1,CHICAGO,IL,,
"YASH TECHNOLOGIES, INC.",605 17TH AVENUE,EAST MOLINE,IL,61244,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,EAST MOLINE,IL,,
"GREAT SOFTWARE LABORATORY, INC.",60 E. MONROE STREET,CHICAGO,IL,60603,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,CHICAGO,IL,,
LEX NIMBLE SOLUTIONS INC,10 N MARTINGALE ROAD,SCHAUMBURG,IL,60173,"Software Developers, Applications",PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,HARRISBURG,PA
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
"YASH TECHNOLOGIES, INC.",605 17TH AVENUE,EAST MOLINE,IL,61244,Computer Systems Analysts,SAP CONSULTANT,Y,1,EAST MOLINE,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
"YASH TECHNOLOGIES, INC.",605 17TH AVENUE,EAST MOLINE,IL,61244,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,EAST MOLINE,IL,,
"YASH TECHNOLOGIES, INC.",605 17TH AVENUE,EAST MOLINE,IL,61244,Computer Systems Analysts,SAP CONSULTANT,Y,1,EAST MOLINE,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
"SKML, LLC",1755 PARK STREET,NAPERVILLE,IL,60563,Computer Systems Analysts,SYSTEMS ANALYST,Y,1,MORTON,IL,,
UNITED SOFTWARE INC,ONE OVERLOOK POINT,LINCOLNSHIRE,IL,60069,Computer Programmers,COMPUTER PROGRAMMER,Y,1,LINCOLNSHIRE,IL,,
ROYAL CYBER INC.,55 SHUMAN BLVD,NAPERVILLE,IL,60563,"Software Developers, Applications",SENIOR SOFTWARE ENGINEER LEVEL 1,Y,4,NAPERVILLE,IL,,
ANDHUS TECHNOLOGIES INC,650 E.DEVON AVE,ITASCA,IL,60143,Computer Systems Analysts,BUSINESS SYSTEMS ANALYST,Y,1,ITASCA,IL,MIAMI,FL
"REPRODUCTIVE GENETICS INSTITUTE, INC.",2825 NORTH HALSTED STREET,CHICAGO,IL,60657,Genetic Counselors,GENETIC COUNSELOR,Y,1,CHICAGO,IL,,
LEX NIMBLE SOLUTIONS INC,10 N MARTINGALE ROAD,SCHAUMBURGH,IL,60173,Computer Systems Analysts,BUSINESS  ANALYST,Y,1,SCHAUMBURGH,IL,,
LEX NIMBLE SOLUTIONS INC,10 N MARTINGALE ROAD,SCHAUMBURG,IL,60173,"Software Developers, Applications",PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,ROCHESTER,NY
"YASH TECHNOLOGIES, INC.",605 17TH AVENUE,EAST MOLINE,IL,61244,Computer Systems Analysts,SAP CONSULTANT,Y,1,EAST MOLINE,IL,,
"DEERFIELD MONTESSORI SCHOOL, INC",760 NORTH AVENUE,DEERFIELD,IL,60015,"Kindergarten Teachers, Except Special Education",KINDERGARTEN TEACHER,N,1,DEERFIELD,IL,,
"THE MARTIN BROWER COMPANY, LLC",6250 NORTH RIVER ROAD,ROSEMONT,IL,60018,Logisticians,OPERATIONS ANALYST,Y,1,ROSEMONT,IL,,
"CES USA, INC.",235 REMINGTON BLVD.,BOLINGBROOK,IL,60440,Computer Programmers,SOFTWARE PROGRAMMER,Y,1,BOLINGBROOK,IL,HOFFMAN ESTATES,IL
"LOSASSO ADVERTISING, INC.",4853 N. RAVENSWOOD AVE.,CHICAGO,IL,60640,Market Research Analysts and Marketing Specialists,ONLINE MARKETING SPECIALIST,Y,1,CHICAGO,IL,,
DISCOVER PRODUCTS INC.,2500 LAKE COOK ROAD,RIVERWOODS,IL,60015,Statisticians,CONSULTANT,Y,5,RIVERWOODS,IL,,
VENSAR TECHNOLOGY INC,2015 S ARLINGTON HEIGHTS ROAD,ARLINGTON HEIGHTS,IL,60005,Computer Programmers,SR.PROGRAMMER ANALYST,Y,1,ARLINGTON HEIGHTS,IL,SCHAUMBURG,IL
LEX NIMBLE SOLUTIONS INC,10 N MARTINGALE ROAD,SCHAUMBURG,IL,60173,"Software Developers, Applications",PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,URBANDALE,IA
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
"SHARPEDGE SOLUTIONS, INC.",1315 MACOM DR.,NAPERVILLE,IL,60564,Computer Systems Analysts,PROGRAMMER ANALYST/ ORACLE DBA,Y,1,NAPERVILLE,IL,,
MOTOROLA MOBILITY LLC,222 W. MERCHANDISE MART PLAZA,CHICAGO,IL,60654,"Software Developers, Applications",SR IT SYS SPECIALIST,Y,1,CHICAGO,IL,,
ELITE IT SOLUTIONS INC,"960 CLOCK TOWER DR, SUITE F3",SPRINGFIELD,IL,62704,Computer Programmers,PROGRAMMER ANALYST,Y,1,PEORIA,IL,,
VENSAR TECHNOLOGY INC,2015 S ARLINGTON HEIGHTS ROAD,ARLINGTON HEIGHTS,IL,60005,Computer Programmers,PROGRAMMER ANALYST,Y,1,ARLINGTON HEIGHTS,IL,SCHAUMBURG,IL
LEX NIMBLE SOLUTIONS INC,10 N MARTINGALE ROAD,SCHAUMBURG,IL,60173,"Software Developers, Applications",PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,URBANDALE,IA
"PANGEA UNIVERSAL HOLDINGS, INC.",401 WEST SUPERIOR STREET,CHICAGO,IL,60654,Marketing Managers,VICE PRESIDENT OF MARKETING,Y,1,CHICAGO,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
VENSAR TECHNOLOGY INC,2015 S ARLINGTON HEIGHTS ROAD,ARLINGTON HEIGHTS,IL,60005,Computer Programmers,PROGRAMMER ANALYST,Y,1,ARLINGTON HEIGHTS,IL,,
COMMUNITY UNIT SCHOOL DISTRICT 300,300 CLEVELAND AVENUE,CARPENTERSVILLE,IL,60110,"Elementary School Teachers, Except Special Educati",BILINGUAL TEACHER,Y,1,CARPENTERSVILLE,IL,,
CHICAGO RIDGE NURSING AND REHABILITATION CENTER,10602 SOUTHWEST HIGHWAY,CHICAGO RIDGE,IL,60415,Medical and Health Services Managers,PATIENT SAFETY OFFICER,Y,1,CHICAGO RIDGE,IL,,
ELITE IT SOLUTIONS INC,"960 CLOCK TOWER DR, SUITE F3",SPRINGFIELD,IL,62704,Computer Programmers,PROGRAMMER ANALYST,Y,1,CHICAGO,IL,SPRINGFIELD,IL
"YASH TECHNOLOGIES, INC.",605 17TH AVENUE,EAST MOLINE,IL,61244,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,EAST MOLINE,IL,,
"YASH TECHNOLOGIES, INC.",605 17TH AVENUE,EAST MOLINE,IL,61244,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,EAST MOLINE,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
"YASH TECHNOLOGIES, INC.",605 17TH AVENUE,EAST MOLINE,IL,61244,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,EAST MOLINE,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
"UNIVERSAL BEAUTY PRODUCTS, INC.",500 WALL STREET,GLENDALE HEIGHTS,IL,60139,Chemists,CHEMIST,N,1,GLENDALE HEIGHTS,IL,,
"INDSOFT, INC.",3755 E. MAIN STREET,ST. CHARLES,IL,60174,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,OAK BROOK,IL,ST. CHARLES,IL
SEARS HOLDINGS MANAGEMENT CORPORATION,3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,Operations Research Analysts,"SENIOR ANALYST, BUSINESS ANALYTICS",Y,1,HOFFMAN ESTATES,IL,,
"GREAT SOFTWARE LABORATORY, INC.",60 E. MONROE STREET,CHICAGO,IL,60603,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,CHICAGO,IL,,
"SUNGARD INSTITUTIONAL BROKERAGE, INC",377 EAST BUTTERFIELD ROAD,LOMBARD,IL,60148,"Software Developers, Applications",.NET SENIOR SOFTWARE ENGINEER,Y,1,GENEVA,IL,,
SAVVY INFO SYSTEMS INC,120 GOLF ROAD SUITE#200,SCHAUMBURG,IL,60195,Computer Systems Analysts,SYSTEMS ANALYST,Y,1,SCHAUMBURG,IL,MCLEAN,VA
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
AM REALTY MANAGEMENT INC.,4117 W. OAKTON ST.,SKOKIE,IL,60076,Financial Analysts,REAL ESTATE ACQUISITION ANALYST,Y,1,SKOKIE,IL,,
"GROUPON, INC.",600 WEST CHICAGO AVENUE,CHICAGO,IL,60654,Computer and Information Research Scientists,DATA SCIENTIST,Y,1,CHICAGO,IL,,
ISM ASSOCIATES INC,410 S. MICHIGAN AVE.,CHICAGO,IL,60605,Computer Systems Analysts,SYSTEM ANALYST - BUSINESS AND QUALITY ASSURANCE,Y,1,CHICAGO,IL,CHICAGO,IL
TAOS GLOBAL GROUP INC.,2167 B SOUTH CHINA PLACE,CHICAGO,IL,60616,Financial Analysts,FINANCIAL ANALYST,Y,1,CHICAGO,IL,,
"YASH TECHNOLOGIES, INC.",605 17TH AVENUE,EAST MOLINE,IL,61244,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,EAST MOLINE,IL,,
SAVVY INFO SYSTEMS INC,120 GOLF ROAD SUITE#200,SCHAUMBURG,IL,60195,Computer Programmers,PROGRAMMER ANALYST,Y,1,CHICAGO,IL,SCHAUMBURG,IL
"CLOUDQUEST TECHNOLOGIES, LLC","2310 E. OAKLAND AVENUE, SUITE 2A",BLOOMINGTON,IL,61701,"Software Developers, Applications",EFORMS SOFTWARE DEVELOPER,Y,4,BLOOMINGTON,IL,BLOOMINGTON,IL
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
UNICARRIERS AMERICAS CORPORATION,240 N PROSPECT ST,MARENGO,IL,60152,Logisticians,PARTS VALUE CHAIN ANALYST,Y,1,MARENGO,IL,,
SIRITEK INC,1600 GOLF ROAD,ROLLING MEADOWS,IL,60008,Computer Systems Analysts,SYSTEMS ANALYST,Y,1,ROLLING MEADOWS,IL,SCOTTSDALE,AZ
"SHARPEDGE SOLUTIONS, INC.",1315 MACOM DR.,NAPERVILLE,IL,60564,"Software Developers, Applications",SOFTWARE ENGINEER/ JAVA DEVELOPER,Y,1,NAPERVILLE,IL,,
VENSAR TECHNOLOGY INC,2015 S ARLINGTON HEIGHTS ROAD,ARLINGTON HEIGHTS,IL,60005,Computer Programmers,PROGRAMMER ANALYST,Y,1,ARLINGTON HEIGHTS,IL,SCHAUMBURG,IL
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
CAPGEMINI FINANCIAL SERVICES USA INC,6400 SHAFER COURT,ROSEMONT,IL,60018,Market Research Analysts and Marketing Specialists,CONSULTANT,Y,2,ROSEMONT,IL,,
"YASH TECHNOLOGIES, INC.",605 17TH AVENUE,EAST MOLINE,IL,61244,Computer Systems Analysts,SAP CONSULTANT,Y,1,EAST MOLINE,IL,,
SAVVY INFO SYSTEMS INC,120 GOLF ROAD SUITE#200,SCHAUMBURG,IL,60195,Computer Systems Analysts,SYSTEMS ANALYST,Y,1,SCHAUMBURG,IL,HARRISBURG,PA
"YASH TECHNOLOGIES, INC.",605 17TH AVENUE,EAST MOLINE,IL,61244,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,EAST MOLINE,IL,,
CAPGEMINI FINANCIAL SERVICES USA INC,6400 SHAFER COURT,ROSEMONT,IL,60018,Human Resources Managers,LEAD CONSULTANT,Y,2,RIVERWOODS,IL,ROSEMONT,IL
VENSAR TECHNOLOGY INC,2015 S ARLINGTON HEIGHTS ROAD,ARLINGTON HEIGHTS,IL,60005,Computer Programmers,SR.PROGRAMMER ANALYST,Y,1,ARLINGTON HEIGHTS,IL,SCHAUMBURG,IL
MOTOROLA MOBILITY LLC,222 W. MERCHANDISE MART PLAZA,CHICAGO,IL,60654,Logisticians,BUSINESS OPERATIONS ANALYST,Y,1,CHICAGO,IL,,
"YASH TECHNOLOGIES, INC.",605 17TH AVENUE,EAST MOLINE,IL,61244,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,EAST MOLINE,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
"IDEA TECH SOLUTIONS, INC.","270 CENTER DRIVE, UNIT 1",VERNON HILLS,IL,60061,Computer Programmers,PROGRAMMER ANALYST,Y,1,LINCOLNSHIRE,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
LEX NIMBLE SOLUTIONS INC,10 N MARTINGALE ROAD,SCHAUMBURG,IL,60173,"Software Developers, Applications",PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,DUBLIN,OH
LEX NIMBLE SOLUTIONS INC,10 N MARTINGALE ROAD,SCHAUMBURG,IL,60173,"Software Developers, Applications",PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,URBANDALE,IA
MIDWEST AIR TECHNOLOGIES INC.,6700 WILDLIFE WAY,LONG GROVE,IL,60047,Market Research Analysts and Marketing Specialists,INTERNATIONAL MARKETING ANALYST,Y,1,LONG GROVE,IL,,
"YASH TECHNOLOGIES, INC.",605 17TH AVENUE,EAST MOLINE,IL,61244,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,EAST MOLINE,IL,,
"CARDENAS CONSTRUCTION, INC.",17 W. 203 MONTEREY AVE.,OAKBROOK TERRACE,IL,60181,Civil Engineers,CIVIL ENGINEER,Y,1,OAKBROOK TERRACE,IL,,
"BRIDGEWAY, INC.",2323 WINDISH DRIVE,GALESBURG,IL,61401,Logisticians,LOGISTICS ENGINEER,Y,1,MACOMB,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
SIRITEK INC,1600 GOLF ROAD,ROLLING MEADOWS,IL,60008,Computer Systems Analysts,SYSTEMS ANALYST,Y,1,CHICAGO,IL,ROLLING MEADOWS,IL
THE OPTIONS CLEARING CORPORATION,ONE NORTH WACKER DRIVE,CHICAGO,IL,60606,Economists,ECONOMETRICIAN,Y,1,CHICAGO,IL,,
LEX NIMBLE SOLUTIONS INC,10 N MARTINGALE ROAD,SCHAUMBURG,IL,60173,"Software Developers, Systems Software",SYSTEMS ENGINEER,Y,1,SCHAUMBURG,IL,JACKSONVILLE,FL
VENSAR TECHNOLOGY INC,2015 S ARLINGTON HEIGHTS ROAD,ARLINGTON HEIGHTS,IL,60005,Computer Programmers,PROGRAMMER ANALYST,Y,1,ARLINGTON HEIGHTS,IL,,
"SHARPEDGE SOLUTIONS, INC.",1315 MACOM DR.,NAPERVILLE,IL,60564,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,NAPERVILLE,IL,,
"WILLIAM BLAIR & COMPANY, LLC",222 W. ADAMS STREET,CHICAGO,IL,60606,Financial Analysts,ASSOCIATE,Y,1,CHICAGO,IL,,
UNIVERSITY OF ILLINOIS AT CHICAGO,"1200 W. HARRISON ST., 2160 SSB",CHICAGO,IL,60607,"Physicians and Surgeons, All Other",ASSISTANT PROFESSOR OF CLINICAL PEDIATRICS/PHYSICI,Y,1,CHICAGO,IL,MELROSE PARK,IL
"YASH TECHNOLOGIES, INC.",605 17TH AVENUE,EAST MOLINE,IL,61244,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,EAST MOLINE,IL,,
"GLEN HEALTH AND HOME MANAGEMENT, INC.",5454 WEST FARGO AVENUE,SKOKIE,IL,60077,Medical and Health Services Managers,PATIENT SAFETY OFFICER,Y,1,SKOKIE,IL,,
"PETERSON  TECHNOLOGY PARTNERS, INC.",1600 GOLF ROAD,ROLLING MEADOWS,IL,60008,Financial Analysts,FINANCIAL BUSINESS ANALYST,Y,1,ROLLING  MEADOWS,IL,,
"SAGGEZZA, INC.",200 WEST MADISON STREET,CHICAGO,IL,60606,"Software Developers, Applications",TECHNICAL LEAD - SOFTWARE DEVELOPER,Y,1,CHICAGO,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
"NEW GENERATION POWER, INC.",39 SOUTH LASALLE STREET,CHICAGO,IL,60603,"Engineers, All Other",STRATEGIC ENERGY ENGINEER,Y,1,CHICAGO,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
GLOBAL INFOTECH INC,120 W GOLF ROAD,SCHAUMBURG,IL,60195,Computer Systems Analysts,SYSTEMS ANALYST,Y,1,CHICAGO,IL,SCHAUMBURG,IL
SUN POWER CONSULTING LLC,920 DAVIS ROAD,ELGIN,IL,60123,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,ELGIN,IL,,
"YASH TECHNOLOGIES, INC.",605 17TH AVENUE,EAST MOLINE,IL,61244,Computer Systems Analysts,SAP CONSULTANT,Y,1,EAST MOLINE,IL,,
"SHARPEDGE SOLUTIONS, INC.",1315 MACOM DR.,NAPERVILLE,IL,60564,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,NAPERVILLE,IL,,
GLOBAL INFOTECH INC,120 W GOLF ROAD,SCHAUMBURG,IL,60195,Computer Systems Analysts,SYSTEMS ANALYST,Y,1,SCHAUMBURG,IL,SCOTTSDALE,AZ
"SHARPEDGE SOLUTIONS, INC.",1315 MACOM DR.,NAPERVILLE,IL,60564,"Software Developers, Applications",SOFTWARE ENGINEER/ JAVA DEVELOPER,Y,1,NAPERVILLE,IL,,
"SAGGEZZA, INC.",200 WEST MADISON STREET,CHICAGO,IL,60606,"Software Developers, Applications",SOFTWARE DEVELOPER,Y,1,CHICAGO,IL,,
"ORBITZ WORLDWIDE, LLC",500 WEST MADISON STREET,CHICAGO,IL,60661,"Software Developers, Applications",SOFTWARE ENGINEER I,Y,20,CHICAGO,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
LEX NIMBLE SOLUTIONS INC,10 N MARTINGALE ROAD,SCHAUMBURG,IL,60173,"Software Developers, Applications",PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,CHARLOTTE,NC
"SHARPEDGE SOLUTIONS, INC.",1315 MACOM DR.,NAPERVILLE,IL,60564,Computer Systems Analysts,PROGRAMMER ANALYST/JAVA DEVELOPER,Y,1,NAPERVILLE,IL,,
NAGLE HARTRAY AND ASSOCIATES LTD,"30 WEST MONROE STREET, SUITE 700",CHICAGO,IL,60603,Architectural and Civil Drafters,ARCHITECTURAL DRAFTER,Y,1,CHICAGO,IL,,
"NUWAVE, LLC",1795 BUTTERFIELD RD.,LIBERTYVILLE,IL,60048,Network and Computer Systems Administrators,NETWORK & COMPUTER SYSTEMS ADMINISTRATOR,Y,1,LIBERTYVILLE,IL,,
MAXXSONICS USA INC.,1290 ENSELL ROAD,LAKE ZURICH,IL,60047,Sales Managers,INTERNATIONAL SALES MANAGER,Y,1,LAKE ZURICH,IL,,
SAVVY INFO SYSTEMS INC,120 GOLF ROAD SUITE#200,SCHAUMBURG,IL,60195,Computer Systems Analysts,SYSTEMS ANALYST,Y,1,CHICAGO,IL,SCHAUMBURG,IL
"BILSTEIN NORTH AMERICA, INC.",8770 W. BRYN MAWR AVENUE,CHICAGO,IL,60631,Chief Executives,PRESIDENT/CEO,Y,1,CHICAGO,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
SUN POWER CONSULTING LLC,920 DAVIS ROAD,ELGIN,IL,60123,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST,Y,1,ELGIN,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
"SHARPEDGE SOLUTIONS, INC.",1315 MACOM DR.,NAPERVILLE,IL,60564,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,NAPERVILLE,IL,,
"PET FACTORY, INC","845 E HIGH STREET,",MUNDELEIN,IL,60060,Food Scientists and Technologists,QUALITY ASSURANCE MANAGER,Y,1,MUNDELEIN,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
HEWITT ASSOCIATES,200 EAST RANDOLPH STREET,CHICAGO,IL,60601,Human Resources Managers,TALENT MANAGER,Y,1,LINCOLNSHIRE,IL,,
LEX NIMBLE SOLUTIONS INC,10 N MARTINGALE ROAD,SCHAUMBURG,IL,60173,"Software Developers, Applications",PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,AUSTIN,TX
SPARTZ LLC,358 W. ONTARIO,CHICAGO,IL,60654,Statisticians,JR. DATA SCIENTIST,Y,1,CHICAGO,IL,,
"AMERICAN IT RESOURCE GROUP, INC",1111 NORTH PLAZA DRIVE,SCHAUMBURG,IL,60173,"Software Developers, Applications",SR SOFTWARE ENGINEER,Y,1,SCHAUMBURG,IL,,
LEX NIMBLE SOLUTIONS INC,10 N MARTINGALE ROAD,SCHAUMBURG,IL,60173,"Software Developers, Applications",PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,FALLS CHURCH,VA
"CREATIVE THERMAL SOLUTIONS, INC.",2209 N. WILLOW ROAD,URBANA,IL,61802-7338,Mechanical Engineers,RESEARCH ENGINEER,Y,1,URBANA,IL,,
ELITE IT SOLUTIONS INC,"960 CLOCK TOWER DR, SUITE F3",SPRINGFIELD,IL,62704,Computer Systems Analysts,COMPUTER BUSINESS ANALYST,Y,1,CHICAGO,IL,,
"YASH TECHNOLOGIES, INC.",605 17TH AVENUE,EAST MOLINE,IL,61244,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,EAST MOLINE,IL,,
"YASH TECHNOLOGIES, INC.",605 17TH AVENUE,EAST MOLINE,IL,61244,Computer Systems Analysts,SAP CONSULTANT,Y,1,EAST MOLINE,IL,,
